Regional_Grouping,Region,Region_Code,Area,Area_Code_M49,isoAlpha3,Type
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Latin America,420,,Region
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Bay of Bengal,99084,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Red Sea,99083,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Arabian Sea,99082,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Somali Coastal Current,99081,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Agulhas Current,99080,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Benguela Current,99079,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Guinea Current,99078,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Canary Current,99077,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Mediterranean Sea,99076,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Iberian Coastal,99075,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Celtic-Biscay Shelf,99074,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Baltic Sea,99073,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Gulf of Thailand,99085,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: North Sea,99072,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Barents Sea,99070,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Greenland Sea,99069,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Canadian Eastern Arctic - West Greenland,99068,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: North Brazil Shelf,99067,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: East Brazil Shelf,99066,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: South Brazil Shelf,99065,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Patagonian Shelf,99064,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Humboldt Current,99063,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Caribbean Sea,99062,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Pacific Central-American Coastal,99061,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Insular Pacific-Hawaiian,99060,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Labrador - Newfoundland,99059,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Norwegian Sea,99071,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Scotian Shelf,99058,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: South China Sea,99086,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Indonesian Sea,99088,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Central Arctic,99114,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Hudson Bay Complex,99113,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Black Sea,99112,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Antarctica,99111,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Faroe Plateau,99110,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Iceland Shelf and Sea,99109,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Kara Sea,99108,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Laptev Sea,99107,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: East Siberian Sea,99106,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Beaufort Sea,99105,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Northern Bering - Chukchi Seas,99104,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: West Bering Sea,99103,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Sulu-Celebes Sea,99087,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Sea of Okhotsk,99102,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Sea of Japan,99100,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Kuroshio Current,99099,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Yellow Sea,99098,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: East China Sea,99097,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: New Zealand Shelf,99096,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Northwest Australian Shelf,99095,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: West Central Australian Shelf,99094,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: South West Australian Shelf,99093,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Southeast Australian Shelf,99092,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: East Central Australian Shelf,99091,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Northeast Australian Shelf,99090,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: North Australian Shelf,99089,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Oyashio Current,99101,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Aleutian Islands,99115,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Northeast U.S. Continental Shelf,99057,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Gulf of Mexico,99055,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Atlantic, Northwest",99023,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Pacific, Southwest",99022,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Pacific, Western Central",99021,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Pacific, Northwest",99020,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Pacific, Northeast",99019,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Pacific, Eastern Central",99018,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,ODA residual,921,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Regional Centres (FAO),919,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,European Union,97,,Region
Custom_groupings_of_data_providers,Custom groupings of data providers,922,European Union (EU) Institutions,918,,Region
Custom_groupings_of_data_providers,Custom groupings of data providers,922,International Centers (FAO),917,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,WTO Developed Member States,916,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Atlantic, Northeast",99024,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,WTO Developing Member States,915,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Low and middle income economies (WB),913,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Lower middle economies (WB),912,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Low income economies (WB),911,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Other regions (ILO),907,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,North America (ILO),906,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Middle East (ILO),905,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Middle East and North Africa (ILO),904,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Central and Eastern Europe (ILO),903,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Asia and the Pacific (ILO),902,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Africa (ILO),901,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,World Trade Organization (WTO) Member States,889,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Development Assistance Committee members (DAC),593,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Upper middle economies (WB),914,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Southeast U.S. Continental Shelf,99056,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Indian Ocean, Eastern",99025,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Indian Ocean, Western",99027,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Gulf of California,99054,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: California Current,99053,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Gulf of Alaska,99052,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: East Bering Sea,99051,,Large Marine Ecosystems
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Unallocated by country,952,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Residual/unallocated ODA: Northern America and Europe,99050,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"Residual/unallocated ODA: Unspecified, developing countries",99049,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Other Africa (IEA),951,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Other non-OECD Asia,487,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Other non-OECD Oceania,527,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Other non-OECD Americas,636,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Africa not elsewhere specified,577,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Atlantic, Southeast",99026,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Residual/unallocated ODA: Western Asia and Northern Africa,99040,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Residual/unallocated ODA: Oceania excl. Aus. and N. Zealand,99038,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Residual/unallocated ODA: Latin America and the Caribbean,99037,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Residual/unallocated ODA: Eastern and South-eastern Asia,99036,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Residual/unallocated ODA: Central Asia and Southern Asia,99035,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,World Aviation Bunkers,99034,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,World Marine Bunkers,99033,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Areas not elsewhere specified,896,,Country
Custom_groupings_of_data_providers,Custom groupings of data providers,922,FAO Major Fishing Area: Mediterranean and Black Sea,99032,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Pacific, Southeast",99031,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Atlantic, Southwest",99030,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Atlantic, Eastern Central",99029,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,"FAO Major Fishing Area: Atlantic, Western Central",99028,,Major Fishing Areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Residual/unallocated ODA: Sub-Saharan Africa,99039,,Other areas
Custom_groupings_of_data_providers,Custom groupings of data providers,922,Large Marine Ecosystem: Canadian High Arctic - North Greenland,99116,,Large Marine Ecosystems
